text	label
here is a man who's reached his limit , and his way of lashing back is by screwing over the entire political structure . ?	1
the purpose of star trek is to provide flashy , innocent fun .	1
the most significant tension of _rushmore_ is the potential relationship between a teacher and his student .	1
when his partner turns up shot to death and internal affairs finds incriminating evidence in roman's home , roman becomes the prime suspect of both embezzling from the police disability fund and murder .	1
problem is these action scenes ( nearly all failed escapes ) serve no purpose in the story other than to further pad out the running time and to remind the audience that their watching an action movie rather than a filmed radio play .	0
but most importantly : it stands on its own ground and has almost no connection with the first movie , which doesn't allow it to destroy the original .	1
the political side of things is evenly told in a linear , straightforward manner that teaches , not preaches .	1
jeff ( ) is one of those people , who has used the sudden popularity of the small town to his advantage .	1
stalked is no exception ( it's a cat this time -- found in the shower ) .	0
had i been part of the filmmaking team , i would have ditched a joke where a key is dropped into a baby's clothes and instead had the key get lost in the cleavage of a dozing society matron .	1
ghosts of mars is called a horror movie , but it is more just a drawn out fight between humans and a surprisingly low-powered alien menace .	0
director michael cuesta lingers on an ecstatic reaction shot of big john , who may as well be hearing glenn gould performing bach's goldberg variations .	0
gridlock'd's most cruelly comic scene finds stretch " helping " spoon get into an emergency room by repeatedly stabbing him with a tiny pocket knife , and it becomes an appropriate symbol for how the company he keeps has slowly drained the life out of him .	1
since debuting with clerks , smith has grown as a director , particularly in terms of working with actors .	1
claire danes and omar epps deliver their lines as if they are bored , which really transfers onto the audience .	0
lines like :	0
the acting is below average , even from the likes of curtis .	0
it couldn't have been the directing , because both films were helmed by the same woman .	1
its success made a sequel inevitable , but this is not the sequel , i suspect , anyone much wanted .	1
director jerry zucker ( " airplane , " " ghost " ) leaps from racer to racer , periodically returning to las vegas where sinclair and mr . grisham ( dave thomas ) , his personality-impaired right hand man , continue cooking up bizarre bets for the gamblers .	1
his character is initially so slimy , and giamatti himself just looks so shifty , that you expect to laugh before he even says anything .	1
tupac shakur made a career in music and movies playing the hard case , and living the life to back it up .	1
shelton , on the other hand , continues to tell his story .	0
